temperature,humidity,rainfall,soil_quality,fertilizer,crop_yield
36.2,65.5,175.2,8.28,47.7,48.21
28.1,56.7,58.9,9.48,61.2,64.8
31.2,94.1,253.0,8.28,85.6,54.41
18.4,43.5,164.3,8.13,57.4,47.06
27.3,59.7,165.9,4.78,21.9,53.58
30.5,87.4,420.9,9.95,146.2,56.96
25.5,89.0,111.2,6.28,117.2,55.2
18.6,93.8,423.7,5.92,10.6,41.14
20.6,88.1,251.5,6.51,144.9,51.78
34.7,38.1,385.3,5.76,27.3,40.76
15.8,90.8,163.4,7.16,15.6,37.1
31.3,60.7,303.6,5.45,27.7,46.0
38.0,74.1,272.6,4.68,149.3,37.6
15.2,58.7,419.7,9.5,35.4,45.5
18.7,83.8,121.7,9.49,125.9,53.38
30.5,69.6,131.8,6.47,102.9,56.57
16.4,85.7,429.6,9.74,82.9,48.64
28.6,46.6,89.2,5.91,58.5,50.1
30.7,46.1,303.9,5.71,14.9,46.23
28.5,61.4,74.2,9.42,113.7,64.28
23.4,35.3,80.8,7.43,63.2,53.48
31.0,76.6,288.9,8.34,85.6,56.78
28.7,52.8,270.5,5.89,8.3,51.83
19.8,68.4,279.2,5.85,124.2,47.41
28.0,39.2,239.5,3.58,110.8,53.77
35.3,45.2,346.9,9.77,84.7,43.95
30.3,72.4,446.9,4.6,79.4,43.69
25.9,53.3,160.3,6.46,53.9,59.71
22.4,47.9,179.4,3.8,54.8,58.21
17.0,48.7,179.2,7.53,11.0,46.08
20.6,47.9,355.3,5.74,109.9,53.06
15.3,72.4,189.2,8.37,7.2,50.03
37.7,45.1,320.7,6.7,0.2,31.25
20.1,56.8,228.4,3.91,5.0,43.33
33.7,76.3,293.1,3.08,32.6,36.46
18.9,65.8,381.6,4.49,91.2,40.12
21.5,70.8,255.6,8.07,109.0,57.63
24.6,50.1,240.1,8.8,67.3,63.58
22.5,91.0,156.8,5.39,65.4,50.95
33.4,59.8,256.4,6.75,92.3,47.61
37.0,52.2,155.0,4.68,95.5,37.98
35.1,89.3,387.4,9.16,135.2,51.04
18.5,74.3,205.5,9.76,131.1,67.27
32.9,71.8,101.6,8.27,131.8,53.69
18.4,88.2,146.0,3.62,135.1,40.93
36.0,38.5,263.8,6.06,140.8,44.48
26.9,85.3,416.5,9.93,88.9,64.51
22.7,75.7,170.2,4.61,95.2,57.21
18.6,56.6,155.8,7.69,116.4,53.74
15.3,50.4,212.6,9.57,31.8,53.54
20.7,41.3,437.1,8.41,57.7,53.04
36.0,91.5,388.1,7.26,146.0,49.3
33.3,43.5,109.9,6.55,83.6,41.83
37.3,50.6,295.5,9.5,8.3,43.64
17.3,76.5,366.7,5.76,64.9,38.6
28.6,77.6,357.2,9.31,25.7,61.78
20.9,44.6,245.5,6.02,57.0,51.47
27.5,83.8,342.7,8.3,87.2,63.1
22.4,65.6,283.4,9.41,80.8,60.77
21.5,85.9,130.6,6.85,78.5,51.44
28.2,40.2,72.4,5.17,2.9,44.76
19.2,37.6,197.8,3.36,71.2,51.89
25.8,73.2,74.8,8.66,4.6,56.98
30.0,44.0,208.0,7.35,64.8,67.17
17.9,66.5,381.6,4.84,103.5,38.08
36.4,35.8,387.7,9.14,20.1,39.54
26.6,81.8,63.6,9.44,146.7,69.91
33.8,89.0,77.8,9.21,100.9,52.28
30.0,85.3,317.9,7.21,34.8,50.82
31.3,92.5,250.0,9.84,63.1,63.25
31.5,89.2,109.7,9.12,15.5,47.49
35.1,61.6,372.2,3.73,3.5,30.11
29.1,58.9,136.6,9.87,146.5,61.11
21.4,88.8,81.3,6.84,108.0,51.58
17.3,90.6,349.8,9.44,124.7,54.08
28.9,93.4,293.3,8.32,99.5,57.9
16.5,81.1,207.8,7.53,145.1,53.92
20.5,47.1,327.1,5.29,143.3,51.02
16.4,91.7,414.6,3.19,9.3,28.24
27.6,91.8,63.7,4.94,30.3,51.95
18.7,75.0,301.1,7.8,63.3,46.19
29.0,86.4,137.3,9.04,54.6,55.88
33.2,68.7,239.7,3.02,84.1,41.87
33.9,91.6,219.6,4.46,42.6,47.3
22.1,40.6,206.0,7.71,127.6,70.13
27.6,86.8,126.1,4.99,1.2,48.45
27.9,38.3,371.1,3.99,126.6,51.02
25.9,55.3,201.8,3.57,62.9,66.88
30.1,43.1,404.9,7.47,0.8,47.77
19.8,63.7,191.9,7.16,135.5,63.23
37.5,48.9,385.9,9.01,71.5,43.57
17.3,92.1,267.8,5.2,116.0,38.91
34.1,68.6,204.3,3.96,140.6,56.37
28.7,88.9,331.6,8.59,5.5,55.96
20.6,51.7,364.7,9.92,41.9,55.72
32.2,36.6,243.1,5.52,19.0,37.89
16.9,81.5,220.2,9.06,15.7,48.81
32.8,77.1,281.0,8.34,151.3,50.43
28.6,67.7,284.1,9.38,128.9,62.67
17.5,83.9,220.2,5.97,58.4,47.95
16.8,85.4,353.1,3.71,110.0,38.88
32.3,70.3,209.9,3.83,147.1,59.33
21.7,93.0,231.2,8.34,35.3,56.65
35.5,78.2,292.1,9.04,2.3,41.71
32.5,75.6,444.7,6.2,131.9,49.19
31.1,56.7,154.3,3.42,115.6,47.94
21.4,35.1,142.8,3.47,25.6,43.88
31.3,49.5,120.8,7.19,78.3,49.23
36.8,80.8,325.8,9.43,25.7,41.41
17.1,77.6,229.6,5.8,96.4,44.68
22.5,54.9,205.4,7.55,103.6,68.63
20.4,72.5,131.6,6.79,44.3,44.23
24.0,46.7,406.5,9.23,124.9,61.41
32.1,50.8,227.3,8.83,75.8,59.91
25.9,91.8,293.1,4.4,113.0,53.61
28.1,59.8,95.0,7.74,102.4,60.44
22.2,49.7,93.2,8.93,72.1,57.28
18.2,64.2,76.9,9.51,46.8,54.22
21.1,58.2,196.9,7.13,32.7,60.21
34.8,78.8,239.2,4.23,119.4,38.93
28.9,92.7,147.8,6.91,102.7,55.14
23.7,70.5,189.9,7.66,45.0,69.92
33.2,70.5,52.5,4.91,154.7,46.16
16.5,56.9,190.4,9.81,129.7,64.74
20.8,68.9,97.7,4.61,20.3,45.2
20.3,54.2,101.4,9.38,26.0,50.86
37.7,35.1,51.8,5.98,87.0,35.27
31.2,87.0,328.6,3.0,16.4,41.68
29.2,60.8,422.5,6.8,154.3,50.56
15.1,64.5,298.6,7.4,102.1,43.36
19.2,40.0,88.5,9.09,10.6,46.49
29.6,85.2,445.9,6.78,71.0,58.73
23.7,45.2,440.2,3.66,35.5,42.41
36.3,59.6,237.3,9.49,78.5,49.59
32.6,85.4,93.1,6.96,39.5,40.48
25.3,62.5,338.3,4.9,133.1,52.79
32.2,90.9,434.6,9.29,115.4,53.24
37.4,47.6,361.5,3.85,145.1,37.14
25.6,77.9,299.7,3.68,31.7,52.61
29.8,93.7,294.3,6.75,61.7,50.26
36.1,68.0,441.2,7.37,128.9,46.44
20.7,76.5,79.2,6.58,59.8,48.44
35.4,58.6,109.8,9.5,60.7,48.37
17.2,80.1,382.3,4.84,157.8,43.82
29.9,89.5,108.0,9.93,123.3,60.72
33.0,77.2,203.3,3.14,137.7,57.55
29.1,91.2,162.6,3.83,65.1,48.05
26.4,70.3,147.4,4.3,93.7,58.26
29.2,69.6,60.3,3.56,72.1,51.89
18.5,53.3,276.5,6.07,72.0,46.02
20.0,77.6,210.5,9.06,20.4,58.34
21.2,87.9,270.6,8.75,134.7,56.55
28.7,73.8,171.8,8.21,62.5,66.42
25.2,49.0,426.6,3.05,93.1,52.75
20.6,67.6,286.5,9.06,137.1,58.22
35.3,80.4,434.5,5.78,123.8,45.23
23.6,91.4,190.0,8.12,31.7,64.5
25.3,44.4,50.9,8.09,99.0,61.34
24.4,42.6,362.5,4.24,79.3,47.38
19.2,59.8,381.0,6.61,41.6,46.19
31.8,42.5,73.5,9.48,6.5,49.74
25.3,93.8,300.1,4.84,100.8,63.99
15.4,60.5,314.4,8.01,124.8,47.96
37.2,67.0,108.3,9.71,150.7,49.6
33.8,48.6,271.0,5.52,56.8,41.16
31.6,61.9,147.3,5.71,63.9,47.51
35.0,94.1,56.6,6.17,26.1,36.16
35.9,64.3,396.8,8.66,157.5,48.88
22.8,35.5,246.7,6.07,135.9,50.97
29.1,49.6,362.7,6.4,153.2,57.45
29.0,93.7,339.2,4.56,79.3,50.18
21.1,94.3,447.5,9.92,33.6,58.49
20.1,47.6,225.2,9.25,91.7,61.93
17.6,71.9,221.0,7.2,59.5,50.83
30.2,39.6,162.7,9.72,55.7,61.7
33.0,69.6,300.1,7.81,13.2,44.31
32.5,42.6,244.4,9.71,11.7,49.55
22.3,84.1,341.5,4.13,60.6,43.52
19.7,91.4,192.6,4.58,148.2,57.24
25.4,45.4,102.3,9.2,115.7,63.47
27.6,62.8,395.0,5.94,121.7,58.42
36.1,41.1,381.2,5.6,37.5,36.41
35.1,55.3,190.4,8.28,117.5,58.1
36.1,38.9,326.1,7.41,65.0,39.49
34.6,50.9,247.0,5.41,9.5,38.02
37.2,94.4,354.4,5.79,63.2,34.31
25.7,37.7,206.1,5.86,21.0,72.5
16.1,86.5,264.3,3.88,136.6,37.15
16.9,39.6,73.1,4.61,134.4,35.04
24.0,66.7,120.0,6.76,46.0,54.01
20.9,62.1,362.7,8.47,97.9,53.68
18.9,90.9,202.6,5.93,58.2,53.52
36.9,46.9,64.0,5.68,24.7,34.5
19.5,45.8,117.1,7.55,103.9,46.61
37.1,79.9,214.6,4.1,121.6,46.11
32.5,78.5,337.2,5.67,124.0,50.01
29.7,77.0,195.4,4.46,23.9,57.67
30.5,36.6,348.1,7.56,82.0,54.72
22.6,50.6,393.2,3.79,3.8,37.87
29.9,85.4,186.5,6.13,14.4,57.84
19.3,71.1,370.2,7.17,13.0,40.74
36.6,71.1,100.8,8.84,9.2,40.31
21.9,52.8,216.1,8.07,53.4,62.85
20.9,50.6,89.0,9.6,57.2,61.1
31.4,91.8,71.0,7.76,111.7,48.02
30.1,78.7,75.8,5.44,52.8,52.07
25.4,42.6,91.9,4.62,22.5,51.94
29.5,91.3,384.3,3.4,151.5,49.49
18.7,69.9,267.5,4.94,140.1,44.75
30.5,55.0,429.0,3.96,19.9,47.53
21.2,58.8,265.2,5.58,58.0,55.73
21.3,78.5,301.5,7.92,26.9,49.85
18.7,57.6,123.8,7.84,153.5,51.01
22.6,69.7,266.2,5.23,57.0,49.9
22.6,77.6,204.1,6.56,15.7,60.29
25.4,46.7,422.6,4.52,116.3,56.7
19.4,91.7,423.6,6.52,113.9,47.65
19.4,56.4,129.4,6.57,38.6,40.09
27.5,60.2,298.1,5.11,51.4,55.01
18.0,76.9,305.3,4.82,66.4,40.06
30.8,71.5,275.0,9.86,42.8,54.55
36.7,61.4,99.7,6.76,46.2,36.66
24.8,74.0,311.6,6.93,128.3,62.3
35.7,89.2,369.6,3.05,120.3,38.58
17.3,83.0,188.1,4.27,110.8,51.87
16.0,84.5,255.8,5.5,109.9,41.94
31.6,50.5,96.5,9.76,83.5,53.74
32.5,60.2,422.3,4.23,56.1,40.16
34.4,68.2,93.8,5.12,115.3,43.92
16.3,37.7,133.4,9.93,18.6,38.51
32.9,81.2,169.4,6.37,22.6,47.84
23.7,54.4,380.3,5.23,20.2,50.99
22.0,52.0,330.3,7.44,117.2,56.46
19.0,50.6,52.8,6.47,94.6,47.12
37.9,52.0,123.4,9.7,72.0,44.85
16.5,55.3,350.1,3.58,76.2,33.1
34.0,71.3,211.5,8.53,132.4,59.36
29.7,70.0,60.5,4.95,19.5,46.42
31.9,50.3,435.6,8.65,61.3,55.26
31.4,47.4,110.5,8.93,121.6,58.97
34.7,84.6,254.2,8.94,105.3,47.94
19.2,40.6,149.3,9.07,69.6,50.46
15.0,65.8,345.0,8.03,35.9,39.07
28.8,66.2,360.7,4.0,151.4,52.36
23.1,69.4,208.9,3.36,65.3,62.71
17.8,88.1,313.4,5.39,140.5,45.04
19.3,72.4,413.6,6.47,124.5,54.82
22.6,93.4,375.9,5.12,137.8,50.0
16.6,87.3,216.0,8.2,2.7,50.61
16.3,47.9,226.6,8.06,76.4,52.34
36.1,49.5,404.8,9.8,41.5,43.38
22.2,55.7,63.7,5.8,43.8,47.1
37.6,58.5,59.1,8.5,43.2,41.63
37.2,68.2,132.3,8.19,62.3,48.41
18.3,49.0,381.0,9.92,65.7,50.99
31.4,48.3,111.3,8.42,101.4,52.05
28.8,57.9,164.1,4.99,48.1,54.87
30.9,75.3,301.6,3.11,43.6,38.43
17.2,76.3,123.7,9.78,57.7,47.88
19.3,93.6,171.2,8.01,109.8,58.26
16.8,47.1,236.8,8.69,0.0,41.2
28.9,58.6,141.2,8.55,119.5,53.5
37.7,92.9,447.0,8.15,54.2,39.88
30.5,76.4,115.4,8.26,92.2,55.07
31.3,70.5,390.0,9.51,121.8,56.26
37.6,67.4,238.0,9.4,81.7,47.29
30.6,39.5,101.6,5.65,103.5,51.06
15.9,88.6,97.4,3.22,147.2,33.29
34.9,72.5,250.1,3.27,4.8,33.54
23.4,69.3,191.4,6.13,55.9,70.29
15.1,67.4,143.8,8.84,148.3,47.15
26.7,58.5,433.6,8.93,134.0,64.54
36.6,50.3,235.4,5.83,98.7,43.83
20.9,80.3,421.5,5.11,36.7,43.94
26.3,65.6,115.6,6.55,52.9,53.12
19.0,37.0,123.4,8.83,137.3,56.74
16.3,58.9,288.4,7.46,111.7,46.67
16.9,90.7,158.0,3.98,45.7,34.44
31.7,57.4,124.0,5.54,21.2,37.58
34.9,59.8,87.9,6.89,124.9,44.64
18.3,72.4,80.5,6.77,92.2,44.17
21.6,83.1,351.3,8.81,154.2,58.58
19.5,75.1,162.9,9.53,65.0,50.57
15.6,86.0,441.4,3.7,55.8,30.42
27.7,41.8,123.2,4.57,46.5,49.29
31.1,90.5,191.8,5.75,77.1,60.26
29.9,89.2,200.0,5.07,51.6,60.95
23.9,66.1,250.1,5.86,11.7,52.92
27.8,72.5,398.3,3.29,49.9,53.45
17.2,47.8,383.9,3.46,35.0,30.71
18.5,61.9,54.0,8.87,130.5,49.8
36.4,47.2,213.7,3.72,37.7,37.56
32.5,36.3,381.2,8.77,73.4,48.53
36.2,93.9,50.1,5.15,107.6,33.12
36.1,50.5,263.5,5.16,23.9,36.16
29.9,70.6,153.8,3.71,85.0,50.06
36.3,53.0,215.1,3.09,135.5,48.71
24.6,57.2,218.1,5.49,93.5,71.34
15.1,58.9,206.7,8.85,77.2,55.57
16.4,55.1,406.8,9.44,134.2,48.23
17.5,73.2,264.6,3.43,151.6,42.73
17.2,92.7,411.5,3.22,131.4,36.34
23.1,60.7,340.7,4.11,65.3,51.82
31.1,93.4,190.4,8.36,97.9,69.6
33.2,75.1,247.4,4.43,84.3,45.8
28.6,71.4,205.9,4.62,48.5,65.41
18.4,49.2,381.4,9.22,69.7,53.14
32.2,38.8,125.0,9.12,132.7,53.82
23.2,86.1,424.6,7.69,48.1,56.86
15.3,69.4,282.2,4.15,142.3,36.74
21.5,59.9,294.7,5.67,158.6,55.64
22.6,83.7,256.7,4.65,49.1,46.96
21.3,53.6,271.8,7.7,19.6,44.98
33.7,82.0,317.1,8.46,153.1,51.94
32.5,54.7,312.0,3.99,27.4,35.26
31.0,90.3,135.7,9.29,123.4,54.38
18.2,51.1,283.0,6.24,6.3,41.04
33.6,43.3,191.9,8.57,37.7,61.04
30.6,76.9,304.8,3.36,41.6,41.68
19.5,44.8,269.1,5.52,47.6,33.76
29.9,92.0,121.9,3.1,147.1,48.65
26.1,74.3,343.9,8.03,28.0,60.24
25.1,48.9,232.8,3.56,27.8,54.86
17.6,47.5,270.6,5.37,110.7,42.82
26.9,90.4,319.1,8.47,152.4,62.97
17.3,71.5,311.1,8.24,62.3,44.25
18.8,88.6,349.6,7.48,123.7,45.0
18.0,41.6,132.7,7.86,5.0,37.93
36.9,90.5,94.2,7.56,131.9,43.11
21.6,66.2,317.7,7.49,115.7,57.52
23.2,75.1,144.4,5.45,143.5,58.8
22.4,57.4,95.8,3.2,102.0,44.66
35.7,38.5,102.5,6.09,150.6,36.18
27.9,92.5,175.1,3.32,62.4,55.18
36.1,94.7,446.7,6.28,117.2,36.9
21.9,56.9,112.9,6.25,116.1,54.79
17.6,91.6,169.4,4.25,43.0,36.91
27.8,45.1,418.3,8.49,147.3,66.34
22.9,44.3,435.3,7.93,124.7,57.0
33.4,39.4,141.5,6.92,138.6,51.63
35.2,58.5,402.2,9.48,58.0,48.29
25.9,38.1,105.6,5.01,134.6,53.29
37.3,58.7,354.6,4.83,50.4,39.82
27.7,43.3,55.2,4.28,154.3,54.93
21.2,78.8,212.6,6.81,3.8,58.26
26.2,85.0,148.9,4.44,99.1,55.75
15.9,76.3,331.6,9.08,18.0,42.26
33.5,47.0,56.4,5.13,115.0,44.28
17.3,81.0,236.0,6.44,58.2,42.54
22.1,50.0,328.7,6.71,139.3,55.0
28.0,80.6,68.7,5.15,139.6,56.35
16.0,69.0,409.0,8.17,58.9,44.84
16.8,57.0,194.5,7.84,129.6,61.82
31.0,40.0,116.1,8.33,109.0,55.22
16.7,84.7,140.2,7.24,68.3,40.53
26.0,91.4,185.6,6.22,54.9,65.27
22.8,75.0,129.4,6.14,33.6,47.97
20.2,92.9,254.2,8.02,10.1,47.86
19.3,91.0,303.2,5.64,82.8,42.06
32.6,46.7,223.4,6.06,86.4,53.76
36.9,78.9,220.8,4.15,71.0,43.85
18.2,56.0,362.7,7.76,152.1,49.09
37.1,64.3,170.4,3.54,2.2,33.88
28.7,44.4,299.1,9.93,136.0,61.93
29.8,93.5,407.2,4.01,128.1,49.7
31.3,78.6,138.6,5.68,121.4,49.29
31.2,51.0,298.0,4.66,84.0,46.2
33.9,57.3,429.2,5.03,30.5,40.94
26.1,60.3,261.9,5.26,138.1,60.52
27.3,79.9,440.8,8.03,119.1,61.03
22.4,90.5,174.0,4.24,133.3,57.45
17.4,54.3,275.7,4.85,37.7,40.85
30.3,63.4,174.4,3.71,88.7,54.86
15.8,70.6,51.5,5.32,66.6,37.44
21.3,58.6,448.9,9.59,102.3,61.44
17.2,65.3,146.0,5.66,120.4,44.56
19.4,41.3,439.2,8.44,27.8,45.01
29.7,45.1,311.2,6.23,27.8,46.85
29.5,59.1,411.6,6.15,7.0,48.38
24.7,89.9,436.9,8.77,25.1,59.55
17.1,56.0,277.1,3.19,38.4,36.16
25.0,50.0,449.9,9.05,11.6,53.97
23.1,79.6,356.9,6.4,56.9,58.72
31.6,91.9,259.5,5.46,108.0,46.87
28.3,62.5,312.0,9.35,126.9,67.81
26.3,35.5,127.7,5.38,55.3,51.38
26.2,76.3,54.4,9.84,13.4,56.12
37.2,59.9,152.7,9.55,121.5,45.81
32.4,75.4,224.0,4.88,62.6,50.34
26.4,51.7,141.2,5.38,40.2,55.57
26.0,35.1,255.6,8.69,75.3,62.5
15.6,55.7,313.2,4.37,155.2,36.99
36.7,77.3,312.3,8.12,59.6,44.81
22.3,58.6,407.5,3.9,153.5,51.1
20.9,48.2,436.5,4.44,40.5,43.82
38.0,62.8,406.3,6.5,16.9,43.1
31.5,80.1,298.1,8.22,25.1,48.72
16.1,42.2,132.3,8.18,123.8,43.05
16.4,76.5,427.4,7.26,86.0,44.23
15.6,75.0,119.9,4.9,93.1,39.39
28.8,57.2,110.6,5.91,154.8,57.88
16.6,93.2,177.0,4.72,80.8,45.37
36.5,88.7,279.4,4.94,18.7,35.09
36.5,54.0,322.6,5.26,115.0,42.42
27.6,36.9,55.3,7.19,33.3,54.26
29.2,53.5,361.2,4.45,93.0,49.63
21.7,47.3,120.0,3.3,136.7,48.5
16.5,67.8,168.6,7.85,76.3,48.34
32.0,90.1,178.8,3.15,50.3,50.11
17.3,87.2,183.0,9.8,92.1,61.06
17.0,53.3,354.1,5.45,20.3,42.61
22.2,60.7,66.4,3.05,49.2,49.1
15.3,37.2,128.6,9.19,80.7,40.99
25.0,67.6,58.9,7.2,40.7,56.43
31.3,38.8,361.3,8.72,6.3,42.28
33.4,91.3,443.5,6.05,93.6,37.39
28.9,87.0,313.8,5.48,64.2,52.02
34.5,47.9,286.1,7.59,62.5,40.22
24.3,77.0,413.2,5.84,159.5,62.95
34.5,69.1,152.0,6.89,17.9,44.44
26.6,83.1,76.6,4.94,24.7,49.95
20.1,63.5,254.0,5.33,140.2,49.04
36.7,46.5,154.1,3.58,20.8,34.66
21.3,73.4,230.4,8.47,146.8,68.92
15.6,39.8,232.5,5.44,107.5,40.55
20.6,70.1,177.5,9.82,84.5,63.39
23.4,47.8,244.5,4.82,44.5,51.44
23.1,76.1,202.1,6.33,57.5,69.05
27.1,84.7,95.2,5.14,132.2,55.19
35.3,41.6,396.7,7.86,9.2,38.92
21.7,59.0,330.5,8.66,123.0,64.71
27.0,79.0,66.5,6.41,132.5,55.91
22.8,44.8,96.3,5.57,113.0,52.57
33.9,69.0,88.6,8.21,8.7,38.62
18.6,75.3,74.7,4.34,118.8,39.81
17.4,56.3,73.6,7.2,115.7,44.88
26.6,84.9,112.8,8.14,2.1,53.0
30.5,65.6,389.1,4.88,142.8,53.13
33.3,72.6,381.3,7.59,21.2,43.83
28.6,43.5,363.3,8.15,153.7,61.84
32.8,36.4,295.9,3.82,11.3,33.06
24.0,38.0,339.4,5.27,38.1,49.92
15.8,89.2,345.4,5.84,110.4,37.98
17.7,88.0,405.7,8.43,22.0,41.15
15.9,83.5,342.9,6.97,29.6,38.22
22.6,47.0,344.6,6.15,1.8,41.51
26.4,66.5,371.6,5.23,132.2,59.53
23.2,82.8,272.5,3.03,6.0,39.81
27.9,75.5,135.2,3.14,101.2,50.77
26.1,41.9,83.8,4.68,93.2,50.25
30.6,88.7,217.6,3.82,81.8,54.83
30.3,44.6,86.7,3.84,60.0,45.65
22.3,45.3,117.7,7.22,47.9,54.03
23.0,89.1,59.5,7.24,153.1,54.65
28.5,64.1,170.1,3.31,125.7,59.81
28.7,57.4,438.0,7.16,147.6,62.96
22.2,68.2,201.6,4.02,117.4,63.41
22.6,93.9,146.4,5.64,132.6,54.29
31.0,42.2,211.4,9.93,154.3,65.88
29.9,80.4,170.5,6.65,72.6,56.98
18.1,55.1,319.6,3.24,145.1,39.99
25.1,42.0,303.8,5.43,6.9,52.13
35.5,60.3,60.9,7.7,17.3,37.67
15.8,67.9,254.5,4.57,78.5,45.2
34.7,47.4,64.5,9.75,72.6,49.22
18.8,59.3,320.9,5.98,70.1,40.55
26.7,73.1,424.3,3.15,86.0,55.73
24.8,69.6,413.0,6.78,86.1,56.13
15.2,78.4,132.3,7.73,139.3,45.03
36.1,85.2,347.1,6.19,55.3,34.8
25.5,59.5,367.2,9.5,50.6,59.74
36.9,60.4,395.7,9.31,112.3,49.85
21.6,64.8,153.8,3.97,103.8,50.32
34.9,69.0,230.3,3.56,132.8,49.27
36.2,41.5,138.6,5.19,49.5,32.0
27.8,53.8,59.7,7.26,1.0,48.29
19.7,45.3,313.6,7.21,151.1,48.96
30.8,58.2,222.6,4.9,7.1,59.55
27.6,93.4,149.2,9.66,108.8,67.93
36.7,70.0,388.8,5.15,51.5,36.97
25.1,60.8,248.3,8.63,67.8,66.16
21.2,69.0,447.9,8.82,134.1,57.27
18.2,75.1,367.3,3.69,67.1,45.17
31.1,61.1,397.7,4.63,23.1,44.38
37.4,61.9,359.3,4.51,120.7,38.02
15.7,77.1,92.4,9.44,3.2,42.62
32.0,38.7,76.0,5.46,44.0,38.79
36.3,67.4,416.0,8.86,86.1,43.55
16.7,67.8,105.3,6.35,70.0,40.56
17.5,80.4,206.5,6.2,99.2,59.02
30.9,94.0,294.0,9.32,61.0,50.69
29.9,82.7,134.8,6.09,62.5,51.15
16.6,65.2,140.1,8.21,55.8,44.21
34.2,45.2,236.5,5.97,142.0,43.34
27.0,70.3,194.4,3.71,2.8,58.91
35.9,85.1,320.6,3.37,150.3,36.87
35.2,90.9,80.0,4.46,57.3,30.51
33.7,84.5,245.5,8.06,58.4,51.74
26.9,46.3,119.7,5.62,116.1,58.85
20.8,77.8,292.7,6.18,62.1,49.37
26.6,87.8,96.5,3.71,98.7,52.71
17.3,75.9,129.1,7.36,144.6,43.4
30.2,76.1,371.6,8.62,135.4,57.47
18.1,65.0,144.1,7.37,82.5,48.64
26.8,73.2,344.8,9.89,114.7,65.55
16.3,52.7,159.2,3.11,62.8,36.18
21.9,40.3,144.0,3.11,124.2,44.78
20.3,84.7,169.7,6.5,27.2,51.98
29.3,91.6,402.4,4.86,7.3,45.93
33.1,86.4,208.9,7.81,86.5,56.38
16.3,55.0,147.5,8.55,34.5,43.44
34.6,40.6,264.7,3.72,116.6,33.3
34.8,51.8,204.3,9.42,16.2,51.9
22.9,85.6,366.1,3.21,1.4,39.46
30.2,74.3,446.2,7.82,108.1,64.89
24.3,93.0,260.6,5.69,80.1,57.2
18.5,55.6,230.7,7.67,152.3,59.45
27.2,68.1,187.2,3.68,39.6,64.05
17.0,82.4,439.3,9.56,19.7,43.83
35.2,49.0,243.3,9.56,3.7,46.53
36.3,92.8,121.2,6.64,71.1,36.74
33.9,70.5,437.7,6.57,16.1,40.99
27.9,35.5,434.4,7.44,124.1,62.79
27.8,36.5,224.3,7.06,11.5,62.08
37.6,87.9,189.3,6.8,147.3,56.51
20.7,73.7,322.2,7.12,86.5,52.42
16.7,80.8,381.6,9.01,111.4,52.47
27.9,82.0,249.4,7.28,20.9,55.07
22.6,60.2,182.3,4.37,14.3,62.07
22.4,82.9,170.6,9.4,56.6,66.32
15.2,91.3,180.6,4.51,83.3,43.09
28.7,45.3,97.2,4.16,92.1,47.72
21.1,80.8,361.4,9.98,52.8,53.91
19.3,53.5,92.0,4.49,43.6,37.28
15.9,54.3,209.3,3.7,157.0,49.26
23.4,59.8,384.0,6.93,43.6,51.63
35.2,86.8,211.6,8.79,22.1,57.18
22.7,36.3,167.9,3.43,57.5,51.5
30.6,61.0,429.3,6.43,48.6,50.38
32.4,75.8,100.6,3.48,67.5,37.0
22.5,41.6,403.9,6.0,99.8,51.24
33.9,82.5,74.8,5.41,96.5,35.69
30.9,91.5,215.4,3.96,111.7,61.61
27.9,40.5,302.7,9.52,25.1,54.68
15.0,44.2,198.0,7.44,7.4,44.89
15.8,93.4,263.8,8.9,126.5,49.84
37.8,46.9,131.6,9.34,34.7,42.1
33.0,39.7,277.6,9.51,50.5,49.56
36.6,92.1,103.8,8.24,72.9,42.6
35.8,88.6,368.4,5.15,114.6,41.0
15.5,74.3,283.5,8.8,26.2,41.14
33.2,68.1,242.8,6.64,144.4,46.78
25.4,90.2,71.9,4.9,51.4,54.33
33.2,74.3,249.9,5.7,157.2,48.75
15.2,74.5,275.4,5.11,45.7,37.74
21.6,85.6,156.3,6.26,116.1,51.59
32.3,74.2,321.0,8.47,60.3,48.65
33.2,65.2,80.7,6.39,133.9,49.02
29.3,58.4,133.5,4.88,74.0,49.21
21.9,65.2,345.0,3.61,139.3,43.34
22.1,66.3,108.9,8.99,120.6,61.82
37.2,56.6,148.2,5.92,93.8,42.5
25.1,61.9,310.3,6.09,40.0,55.2
25.3,83.1,341.5,8.35,41.6,60.82
27.7,60.0,70.6,8.95,158.6,66.53
24.4,36.5,100.6,6.58,148.1,58.62
27.7,52.0,228.4,7.43,22.1,62.28
24.9,48.9,287.1,4.67,32.7,54.55
34.0,82.6,231.5,9.55,17.1,47.81
35.9,62.0,308.8,6.98,32.2,41.0
36.4,51.8,352.4,8.04,46.4,37.42
28.0,83.6,429.8,3.8,134.0,50.66
25.2,36.2,190.0,7.46,15.2,70.21
31.2,45.5,115.2,5.58,141.1,46.25
34.3,84.6,155.6,6.15,155.5,45.53
27.9,68.0,109.3,7.78,45.1,64.99
31.1,81.4,207.7,8.57,73.0,70.22
32.2,85.3,399.0,5.45,84.7,42.89
30.6,91.5,188.8,9.11,32.9,63.73
32.2,38.8,109.5,4.53,117.1,43.56
19.8,83.0,259.1,6.94,92.8,53.06
26.5,77.5,446.8,4.06,17.9,45.95
